C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX322_CEC356_Au_Ag_Cu in H2_1.vms.vms
Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.9
KE_Cu2p	BE_Cu2p	CPS_Cu2p
542.91	943.7	15046.4
543.01	943.6	14698.3
543.11	943.5	14538.8
543.21	943.4	14422.7
543.31	943.3	14261.5
543.41	943.2	14169.2
543.51	943.1	13976.8
543.61	943	13873.9
543.71	942.9	13847.7
543.81	942.8	13624.9
543.91	942.7	13593.7
544.01	942.6	13557.8
544.11	942.5	13356.8
544.21	942.4	13443.4
544.31	942.3	13410.3
544.41	942.2	13173.4
544.51	942.1	13175
544.61	942	13032
544.71	941.9	12975.3
544.81	941.8	12823.4
544.91	941.7	12799
545.01	941.6	12755.6
545.11	941.5	12760
545.21	941.4	12756.3
545.31	941.3	12656.9
545.41	941.2	12501.3
545.51	941.1	12524.2
545.61	941	12472.9
545.71	940.9	12465.7
545.81	940.8	12457.2
545.91	940.7	12540.3
546.01	940.6	12374.8
546.11	940.5	12505.9
546.21	940.4	12516.4
546.31	940.3	12613.2
546.41	940.2	12501.1
546.51	940.1	12402.3
546.61	940	12496
546.71	939.9	12410.1
546.81	939.8	12502.7
546.91	939.7	12533.2
547.01	939.6	12534.5
547.11	939.5	12532.2
547.21	939.4	12556.6
547.31	939.3	12531.8
547.41	939.2	12527
547.51	939.1	12535.3
547.61	939	12478
547.71	938.9	12577.9
547.81	938.8	12461.3
547.91	938.7	12350.4
548.01	938.6	12512.2
548.11	938.5	12550.6
548.21	938.4	12419.2
548.31	938.3	12468.6
548.41	938.2	12492.8
548.51	938.1	12511.5
548.61	938	12583.6
548.71	937.9	12622.2
548.81	937.8	12581.8
548.91	937.7	12741
549.01	937.6	12716.7
549.11	937.5	12617.9
549.21	937.4	12724.4
549.31	937.3	12784.8
549.41	937.2	12811.5
549.51	937.1	12899.2
549.61	937	12895.5
549.71	936.9	13006
549.81	936.8	13108.6
549.91	936.7	13124.7
550.01	936.6	13091.4
550.11	936.5	13071.4
550.21	936.4	13158.4
550.31	936.3	13132.8
550.41	936.2	13206.5
550.51	936.1	13187
550.61	936	13171.8
550.71	935.9	13126.9
550.81	935.8	13279.1
550.91	935.7	13170.4
551.01	935.6	13202.6
551.11	935.5	13249.3
551.21	935.4	13338.1
551.31	935.3	13389
551.41	935.2	13439.7
551.51	935.1	13512.7
551.61	935	13697.8
551.71	934.9	13788.8
551.81	934.8	13916
551.91	934.7	14106.3
552.01	934.6	14430.6
552.11	934.5	14701.5
552.21	934.4	15055.5
552.31	934.3	15324.8
552.41	934.2	15948.2
552.51	934.1	16683.7
552.61	934	17485.9
552.71	933.9	18460.1
552.81	933.8	19784.2
552.91	933.7	21328.9
553.01	933.6	23654.8
553.11	933.5	26607.8
553.21	933.4	30597
553.31	933.3	35894.6
553.41	933.2	42641.1
553.51	933.1	51006.1
553.61	933	60425.3
553.71	932.9	69433.8
553.81	932.8	76651
553.91	932.7	80945.6
554.01	932.6	81099.3
554.11	932.5	77354.6
554.21	932.4	70208.3
554.31	932.3	60822.2
554.41	932.2	51454.2
554.51	932.1	42407
554.61	932	35543.6
554.71	931.9	29801.2
554.81	931.8	25390
554.91	931.7	22105.6
555.01	931.6	19668.3
555.11	931.5	17766.2
555.21	931.4	16398.8
555.31	931.3	15206.8
555.41	931.2	14297.1
555.51	931.1	13655.8
555.61	931	13173
555.71	930.9	12567.2
555.81	930.8	12211.3
555.91	930.7	11871.6
556.01	930.6	11631.7
556.11	930.5	11441.8
556.21	930.4	11212.1
556.31	930.3	11091.7
556.41	930.2	10834.9
556.51	930.1	10687.6
556.61	930	10679.8
556.71	929.9	10486.5
556.81	929.8	10391.1
556.91	929.7	10317.3
557.01	929.6	10220.7
557.11	929.5	10191.1
557.21	929.4	10123.9
557.31	929.3	10046.5
557.41	929.2	9979.92
557.51	929.1	9883.87
557.61	929	9895.25
557.71	928.9	9823.64
557.81	928.8	9742.16
557.91	928.7	9728.88
558.01	928.6	9631.48
558.11	928.5	9647.68
558.21	928.4	9598.96
558.31	928.3	9696.61
558.41	928.2	9613.81
558.51	928.1	9535.64
558.61	928	9604
558.71	927.9	9567.31
558.81	927.8	9501.29
558.91	927.7	9545.28
559.01	927.6	9507.38
559.11	927.5	9466.67
